name,country
Ceuta,Spain
Ciudad Real,Spain
Comunidad Autonoma de Canarias,Spain
Comunidad Autonoma de Cataluna,Spain
Comunidad Autonoma de Galicia,Spain
Comunidad Autonoma de las Isla,Spain
Comunidad Autonoma del Princip,Spain
Comunidad Valenciana,Spain
Cordoba,Spain
Cuenca,Spain
Gipuzkoa,Spain
Girona,Spain
Granada,Spain
Guadalajara,Spain
Guipuzcoa,Spain
Huelva,Spain
Huesca,Spain
Jaen,Spain
La Rioja,Spain
Las Palmas,Spain
Leon,Spain
Lerida,Spain
Lleida,Spain
Lugo,Spain
Madrid,Spain
Malaga,Spain
Melilla,Spain
Murcia,Spain
Navarra,Spain
Ourense,Spain
Pais Vasco,Spain
Palencia,Spain
Pontevedra,Spain
Salamanca,Spain
Santa Cruz de Tenerife,Spain
Segovia,Spain
Sevilla,Spain
Soria,Spain
Tarragona,Spain
Tenerife,Spain
Teruel,Spain
Toledo,Spain
Valencia,Spain
Valladolid,Spain
Vizcaya,Spain
Zamora,Spain
Zaragoza,Spain
Amparai,Sri Lanka
Anuradhapuraya,Sri Lanka
Badulla,Sri Lanka
Boralesgamuwa,Sri Lanka
Colombo,Sri Lanka
Galla,Sri Lanka
Gampaha,Sri Lanka
Hambantota,Sri Lanka
Kalatura,Sri Lanka
Kegalla,Sri Lanka
Kilinochchi,Sri Lanka
Kurunegala,Sri Lanka
Madakalpuwa,Sri Lanka
Maha Nuwara,Sri Lanka
Malwana,Sri Lanka
Mannarama,Sri Lanka
Matale,Sri Lanka
Matara,Sri Lanka
Monaragala,Sri Lanka
Mullaitivu,Sri Lanka
North Eastern Province,Sri Lanka
North Western Province,Sri Lanka
Nuwara Eliya,Sri Lanka
Polonnaruwa,Sri Lanka
Puttalama,Sri Lanka
Ratnapuraya,Sri Lanka
Southern Province,Sri Lanka
Tirikunamalaya,Sri Lanka
Tuscany,Sri Lanka
Vavuniyawa,Sri Lanka
Western Province,Sri Lanka
Yapanaya,Sri Lanka
Kadawatha,Sri Lanka
A'ali-an-Nil,Sudan
Bahr-al-Jabal,Sudan
Central Equatoria,Sudan
Gharb Bahr-al-Ghazal,Sudan
Gharb Darfur,Sudan
Gharb Kurdufan,Sudan
Gharb-al-Istiwa'iyah,Sudan
Janub Darfur,Sudan
Janub Kurdufan,Sudan
Junqali,Sudan
Kassala,Sudan
Nahr-an-Nil,Sudan
Shamal Bahr-al-Ghazal,Sudan
Shamal Darfur,Sudan
Shamal Kurdufan,Sudan
Sharq-al-Istiwa'iyah,Sudan
Sinnar,Sudan
Warab,Sudan
Wilayat al Khartum,Sudan
al-Bahr-al-Ahmar,Sudan
al-Buhayrat,Sudan
al-Jazirah,Sudan
al-Khartum,Sudan
al-Qadarif,Sudan
al-Wahdah,Sudan
an-Nil-al-Abyad,Sudan
an-Nil-al-Azraq,Sudan
ash-Shamaliyah,Sudan
Brokopondo,Suriname
Commewijne,Suriname
Coronie,Suriname
Marowijne,Suriname
Nickerie,Suriname
Para,Suriname
Paramaribo,Suriname
Saramacca,Suriname
Wanica,Suriname
Svalbard,Svalbard and Jan Mayen
Hhohho,Swaziland
Lubombo,Swaziland
Manzini,Swaziland
Shiselweni,Swaziland
Alvsborgs Lan,Sweden
Angermanland,Sweden
Blekinge,Sweden
Bohuslan,Sweden
Dalarna,Sweden
Gavleborg,Sweden
Gaza,Sweden
Gotland,Sweden
Halland,Sweden
Jamtland,Sweden
Jonkoping,Sweden
Kalmar,Sweden
Kristianstads,Sweden
Kronoberg,Sweden
Norrbotten,Sweden
Orebro,Sweden
Ostergotland,Sweden
Saltsjo-Boo,Sweden
Skane,Sweden
Smaland,Sweden
Sodermanland,Sweden
Stockholm,Sweden
Uppsala,Sweden
Varmland,Sweden
Vasterbotten,Sweden
Vastergotland,Sweden
Vasternorrland,Sweden
Vastmanland,Sweden
Vastra Gotaland,Sweden
Aargau,Switzerland
Appenzell Inner-Rhoden,Switzerland
Appenzell-Ausser Rhoden,Switzerland
Basel-Landschaft,Switzerland
Basel-Stadt,Switzerland
Bern,Switzerland
Canton Ticino,Switzerland
Fribourg,Switzerland
Geneve,Switzerland
Glarus,Switzerland
Graubunden,Switzerland
Heerbrugg,Switzerland
Jura,Switzerland
Kanton Aargau,Switzerland
Luzern,Switzerland
Morbio Inferiore,Switzerland
Muhen,Switzerland
Neuchatel,Switzerland
Nidwalden,Switzerland
Obwalden,Switzerland
Sankt Gallen,Switzerland
Schaffhausen,Switzerland
Schwyz,Switzerland
Solothurn,Switzerland
Thurgau,Switzerland
Ticino,Switzerland
Uri,Switzerland
Valais,Switzerland
Vaud,Switzerland
Vauffelin,Switzerland
Zug,Switzerland
Zurich,Switzerland
Aleppo,Syrian Arab Republic
Dar'a,Syrian Arab Republic
Dayr-az-Zawr,Syrian Arab Republic
Dimashq,Syrian Arab Republic
Halab,Syrian Arab Republic
Hamah,Syrian Arab Republic
Hims,Syrian Arab Republic
Idlib,Syrian Arab Republic
Madinat Dimashq,Syrian Arab Republic
Tartus,Syrian Arab Republic
al-Hasakah,Syrian Arab Republic
al-Ladhiqiyah,Syrian Arab Republic
al-Qunaytirah,Syrian Arab Republic
ar-Raqqah,Syrian Arab Republic
as-Suwayda,Syrian Arab Republic
Changhua County,Taiwan
Chiayi County,Taiwan
Chiayi City,Taiwan
Taipei City,Taiwan
Hsinchu County,Taiwan
Hsinchu City,Taiwan
Hualien County,Taiwan
Kaohsiung City,Taiwan
Keelung City,Taiwan
Kinmen County,Taiwan
Miaoli County,Taiwan
Nantou County,Taiwan
Penghu County,Taiwan
Pingtung County,Taiwan
Taichung City,Taiwan
Tainan City,Taiwan
New Taipei City,Taiwan
Taitung County,Taiwan
Taoyuan City,Taiwan
Yilan County,Taiwan
YunLin County,Taiwan
Lienchiang County,Taiwan
Dushanbe,Tajikistan
Gorno-Badakhshan,Tajikistan
Karotegin,Tajikistan
Khatlon,Tajikistan
Sughd,Tajikistan
Arusha,United Republic of Tanzania
Dar es Salaam,United Republic of Tanzania
Dodoma,United Republic of Tanzania
Iringa,United Republic of Tanzania
Kagera,United Republic of Tanzania
Kigoma,United Republic of Tanzania
Kilimanjaro,United Republic of Tanzania
Lindi,United Republic of Tanzania
Mara,United Republic of Tanzania
Mbeya,United Republic of Tanzania
Morogoro,United Republic of Tanzania
Mtwara,United Republic of Tanzania
Mwanza,United Republic of Tanzania
Pwani,United Republic of Tanzania
Rukwa,United Republic of Tanzania
Ruvuma,United Republic of Tanzania
Shinyanga,United Republic of Tanzania
Singida,United Republic of Tanzania
Tabora,United Republic of Tanzania
Tanga,United Republic of Tanzania
Zanzibar and Pemba,United Republic of Tanzania
Amnat Charoen,Thailand
Ang Thong,Thailand
Bangkok,Thailand
Buri Ram,Thailand
Chachoengsao,Thailand
Chai Nat,Thailand
Chaiyaphum,Thailand
Changwat Chaiyaphum,Thailand
Chanthaburi,Thailand
Chiang Mai,Thailand
Chiang Rai,Thailand
Chon Buri,Thailand
Chumphon,Thailand
Kalasin,Thailand
Kamphaeng Phet,Thailand
Kanchanaburi,Thailand
Khon Kaen,Thailand
Krabi,Thailand
Krung Thep,Thailand
Lampang,Thailand
Lamphun,Thailand
Loei,Thailand
Lop Buri,Thailand
Mae Hong Son,Thailand
Maha Sarakham,Thailand
Mukdahan,Thailand
Nakhon Nayok,Thailand
Nakhon Pathom,Thailand
Nakhon Phanom,Thailand
Nakhon Ratchasima,Thailand
Nakhon Sawan,Thailand
Nakhon Si Thammarat,Thailand
Nan,Thailand
Narathiwat,Thailand
Nong Bua Lam Phu,Thailand
Nong Khai,Thailand
Nonthaburi,Thailand
Pathum Thani,Thailand
Pattani,Thailand
Phangnga,Thailand
Phatthalung,Thailand
Phayao,Thailand
Phetchabun,Thailand
Phetchaburi,Thailand
Phichit,Thailand
Phitsanulok,Thailand
Phra Nakhon Si Ayutthaya,Thailand
Phrae,Thailand
Phuket,Thailand
Prachin Buri,Thailand
Prachuap Khiri Khan,Thailand
Ranong,Thailand
Ratchaburi,Thailand
Rayong,Thailand
Roi Et,Thailand
Sa Kaeo,Thailand
Sakon Nakhon,Thailand
Samut Prakan,Thailand
Samut Sakhon,Thailand
Samut Songkhran,Thailand
Saraburi,Thailand
Satun,Thailand
Si Sa Ket,Thailand
Sing Buri,Thailand
Songkhla,Thailand
Sukhothai,Thailand
Suphan Buri,Thailand
Surat Thani,Thailand
Surin,Thailand
Tak,Thailand
Trang,Thailand
Trat,Thailand
Ubon Ratchathani,Thailand
Udon Thani,Thailand
Uthai Thani,Thailand
Uttaradit,Thailand
Yala,Thailand
Yasothon,Thailand
Centre,Togo
Kara,Togo
Maritime,Togo
Plateaux,Togo
Savanes,Togo
Atafu,Tokelau
Fakaofo,Tokelau
Nukunonu,Tokelau
Eua,Tonga
Ha'apai,Tonga
Niuas,Tonga
Tongatapu,Tonga
Vava'u,Tonga
Arima-Tunapuna-Piarco,Trinidad and Tobago
Caroni,Trinidad and Tobago
Chaguanas,Trinidad and Tobago
Couva-Tabaquite-Talparo,Trinidad and Tobago
Diego Martin,Trinidad and Tobago
Glencoe,Trinidad and Tobago
Penal Debe,Trinidad and Tobago
Point Fortin,Trinidad and Tobago
Port of Spain,Trinidad and Tobago
Princes Town,Trinidad and Tobago
Saint George,Trinidad and Tobago
San Fernando,Trinidad and Tobago
San Juan,Trinidad and Tobago
Sangre Grande,Trinidad and Tobago
Siparia,Trinidad and Tobago
Tobago,Trinidad and Tobago
Aryanah,Tunisia
Bajah,Tunisia
Bin 'Arus,Tunisia
Binzart,Tunisia
Gouvernorat de Ariana,Tunisia
Gouvernorat de Nabeul,Tunisia
Gouvernorat de Sousse,Tunisia
Hammamet Yasmine,Tunisia
Jundubah,Tunisia
Madaniyin,Tunisia
Manubah,Tunisia
Monastir,Tunisia
Nabul,Tunisia
Qabis,Tunisia
Qafsah,Tunisia
Qibili,Tunisia
Safaqis,Tunisia
Sfax,Tunisia
Sidi Bu Zayd,Tunisia
Silyanah,Tunisia
Susah,Tunisia
Tatawin,Tunisia
Tawzar,Tunisia
Tunis,Tunisia
Zaghwan,Tunisia
al-Kaf,Tunisia
al-Mahdiyah,Tunisia
al-Munastir,Tunisia
al-Qasrayn,Tunisia
al-Qayrawan,Tunisia
Adana,Turkey
Adiyaman,Turkey
Afyon,Turkey
Agri,Turkey
Aksaray,Turkey
Amasya,Turkey
Ankara,Turkey
Antalya,Turkey
Ardahan,Turkey
Artvin,Turkey
Aydin,Turkey
Balikesir,Turkey
Bartin,Turkey
Batman,Turkey
Bayburt,Turkey
Bilecik,Turkey
Bingol,Turkey
Bitlis,Turkey
Bolu,Turkey
Burdur,Turkey
Bursa,Turkey
Canakkale,Turkey
Cankiri,Turkey
Corum,Turkey
Denizli,Turkey
Diyarbakir,Turkey
Duzce,Turkey
Edirne,Turkey
Elazig,Turkey
Erzincan,Turkey
Erzurum,Turkey
Eskisehir,Turkey
Gaziantep,Turkey
Giresun,Turkey
Gumushane,Turkey
Hakkari,Turkey
Hatay,Turkey
Icel,Turkey
Igdir,Turkey
Isparta,Turkey
Istanbul,Turkey
Izmir,Turkey
Kahramanmaras,Turkey
Karabuk,Turkey
Karaman,Turkey
Kars,Turkey
Karsiyaka,Turkey
Kastamonu,Turkey
Kayseri,Turkey
Kilis,Turkey
Kirikkale,Turkey
Kirklareli,Turkey
Kirsehir,Turkey
Kocaeli,Turkey
Konya,Turkey
Kutahya,Turkey
Lefkosa,Turkey
Malatya,Turkey
Manisa,Turkey
Mardin,Turkey
Mugla,Turkey
Mus,Turkey
Nevsehir,Turkey
Nigde,Turkey
Ordu,Turkey
Osmaniye,Turkey
Rize,Turkey
Sakarya,Turkey
Samsun,Turkey
Sanliurfa,Turkey
Siirt,Turkey
Sinop,Turkey
Sirnak,Turkey
Sivas,Turkey
Tekirdag,Turkey
Tokat,Turkey
Trabzon,Turkey
Tunceli,Turkey
Usak,Turkey
Van,Turkey
Yalova,Turkey
Yozgat,Turkey
Zonguldak,Turkey
Ahal,Turkmenistan
Asgabat,Turkmenistan
Balkan,Turkmenistan
Dasoguz,Turkmenistan
Lebap,Turkmenistan
Mari,Turkmenistan
Grand Turk,Turks and Caicos Islands
South Caicos and East Caicos,Turks and Caicos Islands
Funafuti,Tuvalu
Nanumanga,Tuvalu
Nanumea,Tuvalu
Niutao,Tuvalu
Nui,Tuvalu
Nukufetau,Tuvalu
Nukulaelae,Tuvalu
Vaitupu,Tuvalu
Central,Uganda
Eastern,Uganda
Northern,Uganda
Western,Uganda
Cherkas'ka,Ukraine
Chernihivs'ka,Ukraine
Chernivets'ka,Ukraine
Crimea,Ukraine
Dnipropetrovska,Ukraine
Donets'ka,Ukraine
Ivano-Frankivs'ka,Ukraine
Kharkiv,Ukraine
Kharkov,Ukraine
Khersonska,Ukraine
Khmel'nyts'ka,Ukraine
Kirovohrad,Ukraine
Krym,Ukraine
Kyyiv,Ukraine
Kyyivs'ka,Ukraine
L'vivs'ka,Ukraine
Luhans'ka,Ukraine
Mykolayivs'ka,Ukraine
Odes'ka,Ukraine
Odessa,Ukraine
Poltavs'ka,Ukraine
Rivnens'ka,Ukraine
Sevastopol,Ukraine
Sums'ka,Ukraine
Ternopil's'ka,Ukraine
Volyns'ka,Ukraine
Vynnyts'ka,Ukraine
Zakarpats'ka,Ukraine
Zaporizhia,Ukraine
Zhytomyrs'ka,Ukraine
Abu Zabi,United Arab Emirates
Ajman,United Arab Emirates
Dubai,United Arab Emirates
Ras al-Khaymah,United Arab Emirates
Sharjah,United Arab Emirates
Sharjha,United Arab Emirates
Umm al Qaywayn,United Arab Emirates
al-Fujayrah,United Arab Emirates
ash-Shariqah,United Arab Emirates
Artigas,Uruguay
Canelones,Uruguay
Cerro Largo,Uruguay
Colonia,Uruguay
Durazno,Uruguay
FLorida,Uruguay
Flores,Uruguay
Lavalleja,Uruguay
Maldonado,Uruguay
Montevideo,Uruguay
Paysandu,Uruguay
Rio Negro,Uruguay
Rivera,Uruguay
Rocha,Uruguay
Salto,Uruguay
San Jose,Uruguay
Soriano,Uruguay
Tacuarembo,Uruguay
Treinta y Tres,Uruguay
Andijon,Uzbekistan
Buhoro,Uzbekistan
Buxoro Viloyati,Uzbekistan
Cizah,Uzbekistan
Fargona,Uzbekistan
Horazm,Uzbekistan
Kaskadar,Uzbekistan
Korakalpogiston,Uzbekistan
Namangan,Uzbekistan
Navoi,Uzbekistan
Samarkand,Uzbekistan
Sirdare,Uzbekistan
Surhondar,Uzbekistan
Toskent,Uzbekistan
Malampa,Vanuatu
Penama,Vanuatu
Sanma,Vanuatu
Shefa,Vanuatu
Tafea,Vanuatu
Torba,Vanuatu
Amazonas,Venezuela
Anzoategui,Venezuela
Apure,Venezuela
Aragua,Venezuela
Barinas,Venezuela
Bolivar,Venezuela
Carabobo,Venezuela
Cojedes,Venezuela
Delta Amacuro,Venezuela
Distrito Federal,Venezuela
Falcon,Venezuela
Guarico,Venezuela
Lara,Venezuela
Merida,Venezuela
Miranda,Venezuela
Monagas,Venezuela
Nueva Esparta,Venezuela
Portuguesa,Venezuela
Sucre,Venezuela
Tachira,Venezuela
Trujillo,Venezuela
Vargas,Venezuela
Yaracuy,Venezuela
Zulia,Venezuela
Bac Giang,Viet Nam
Binh Dinh,Viet Nam
Binh Duong,Viet Nam
Da Nang,Viet Nam
Dong Bang Song Cuu Long,Viet Nam
Dong Bang Song Hong,Viet Nam
Dong Nai,Viet Nam
Dong Nam Bo,Viet Nam
Duyen Hai Mien Trung,Viet Nam
Hanoi,Viet Nam
Hung Yen,Viet Nam
Khu Bon Cu,Viet Nam
Long An,Viet Nam
Mien Nui Va Trung Du,Viet Nam
Thai Nguyen,Viet Nam
Thanh Pho Ho Chi Minh,Viet Nam
Thu Do Ha Noi,Viet Nam
Tinh Can Tho,Viet Nam
Tinh Da Nang,Viet Nam
Tinh Gia Lai,Viet Nam
Anegada,Virgin Islands (British)
Jost van Dyke,Virgin Islands (British)
Tortola,Virgin Islands (British)
Saint Croix,Virgin Islands (U.S.)
Saint John,Virgin Islands (U.S.)
Saint Thomas,Virgin Islands (U.S.)
Alo,Wallis and Futuna
Singave,Wallis and Futuna
Wallis,Wallis and Futuna
Central,Western Sahara
Copperbelt,Western Sahara
Eastern,Western Sahara
Luapala,Western Sahara
Lusaka,Western Sahara
North-Western,Western Sahara
Northern,Western Sahara
Southern,Western Sahara
Western,Western Sahara
Johor,Yemen
Kedah,Yemen
Kelantan,Yemen
Kuala Lumpur,Yemen
Labuan,Yemen
Melaka,Yemen
Negeri Johor,Yemen
Negeri Sembilan,Yemen
Pahang,Yemen
Penang,Yemen
Perak,Yemen
Perlis,Yemen
Pulau Pinang,Yemen
Sabah,Yemen
Sarawak,Yemen
Selangor,Yemen
Sembilan,Yemen
Terengganu,Yemen
Central Serbia,Yugoslavia
Kosovo and Metohija,Yugoslavia
Montenegro,Yugoslavia
Republic of Serbia,Yugoslavia
Serbia,Yugoslavia
Vojvodina,Yugoslavia
Central,Zambia
Copperbelt,Zambia
Eastern,Zambia
Luapala,Zambia
Lusaka,Zambia
North-Western,Zambia
Northern,Zambia
Southern,Zambia
Western,Zambia
Bulawayo,Zimbabwe
Harare,Zimbabwe
Manicaland,Zimbabwe
Mashonaland Central,Zimbabwe
Mashonaland East,Zimbabwe
Mashonaland West,Zimbabwe
Masvingo,Zimbabwe
Matabeleland North,Zimbabwe
Matabeleland South,Zimbabwe
Midlands,Zimbabwe
